Row.names	beta_.Intercept.	beta_bone1	beta_daysinculture	beta_bone0.queen1	beta_bone1.queen1	beta_bone0.treatmentE2	beta_bone1.treatmentE2	se_.Intercept.	se_bone1	se_daysinculture	se_bone0.queen1	se_bone1.queen1	se_bone0.treatmentE2	se_bone1.treatmentE2	p_val_.Intercept.	p_val_bone1	p_val_daysinculture	p_val_bone0.queen1	p_val_bone1.queen1	p_val_bone0.treatmentE2	p_val_bone1.treatmentE2	fdr_Queen_at_lb	fdr_Queen_at_vert	Gene	Genename	highlight
ENSFDAG00000014423	-0.081638523	-0.132820622	0.005952495	-0.142394008	0.15394839	0.238086056	0.218308181	0.156052372	0.036159363	0.001730951	0.040408551	0.051701406	0.034972505	0.045446608	0.836274087	0.484875907	0.886232807	0.478720666	0.498371036	0.202974164	0.305813763	0.778779092	0.999843736	ENSFDAG00000014423_TMBIM1	TMBIM1	0
ENSFDAG00000020144	0.137278509	-0.158363021	-0.01643747	0.178691092	0.012162757	0.206518107	0.004423742	0.245578683	0.056903773	0.002723988	0.063590695	0.081362193	0.055036022	0.071519055	0.781766661	0.506773319	0.752804706	0.478567703	0.965988235	0.378692512	0.986802271	0.778779092	0.999843736	ENSFDAG00000020144_SEC16A	SEC16A	0
ENSFDAG00000002771	-0.194970821	-0.13409847	0.029585576	0.072670915	0.00273606	-0.11305741	0.061200727	0.040697631	0.00943017	0.000451423	0.010538336	0.013483452	0.009120644	0.011852234	0.333812746	0.167307919	0.163777836	0.479004622	0.981201426	0.236483661	0.574010074	0.778791963	0.999843736	ENSFDAG00000002771_APPBP2	APPBP2	0
ENSFDAG00000007232	-0.134731033	-0.719421821	0.032142377	0.187485515	1.064607997	-0.132648021	0.206666158	0.2714093	0.062889062	0.003010504	0.070279332	0.089920085	0.060824856	0.079041619	0.795931589	0.004120686	0.558001765	0.479430407	0.000384836	0.590681417	0.462283718	0.778791963	0.368571429	ENSFDAG00000007232_ENSFDAG00000007232	ENSFDAG00000007232	0
ENSFDAG00000009113	0.05367621	0.213639315	-0.006890507	-0.141327491	-0.040456119	-0.072181245	-0.21461933	0.154073718	0.035700883	0.001709004	0.039896194	0.051045862	0.034529074	0.044870372	0.891230839	0.258187624	0.867623014	0.479220926	0.857888853	0.697685182	0.310971526	0.778791963	0.999843736	ENSFDAG00000009113_ROMO1	ROMO1	0
ENSFDAG00000009392	0.028201987	0.057498506	-0.005314175	-0.061744884	0.019408232	0.074171447	-0.068322052	0.029399928	0.006812345	0.000326107	0.007612883	0.009740433	0.006588744	0.008562042	0.869355232	0.486028291	0.768546707	0.47915465	0.844100413	0.360839327	0.460291522	0.778791963	0.999843736	ENSFDAG00000009392_PFDN2	PFDN2	0
ENSFDAG00000011799	0.250464073	0.093292705	-0.030893878	-0.171922972	0.237158621	0.3078957	-0.456926583	0.228109692	0.05285598	0.00253022	0.059067235	0.075574576	0.05112109	0.06643162	0.599991216	0.684897402	0.539098607	0.479322456	0.388311982	0.173270671	0.076262354	0.778791963	0.999843736	ENSFDAG00000011799_HES1	HES1	0
ENSFDAG00000016254	-0.401981464	0.188941124	0.044519792	-0.10264719	-0.017346483	-0.156387266	-0.051859754	0.081354835	0.018850973	0.000902398	0.021066203	0.026953511	0.018232228	0.023692695	0.158736032	0.168781241	0.138334867	0.479430383	0.91585344	0.246784649	0.736179299	0.778791963	0.999843736	ENSFDAG00000016254_INSIG2	INSIG2	0
ENSFDAG00000019363	0.060384355	0.179638458	-0.021401311	0.253221067	0.407670126	-0.065100925	-0.072557382	0.765901717	0.020948782	0.00978553	0.128083339	0.134752698	0.021188259	0.027726335	0.944991033	0.214554928	0.828718311	0.479228418	0.266759852	0.654702608	0.663019598	0.778791963	0.999843736	ENSFDAG00000019363_ENSFDAG00000019363	ENSFDAG00000019363	0
ENSFDAG00000020228	-0.532516079	0.130997623	0.048775645	0.112817228	-0.070059531	0.155723403	0.049815612	0.098009219	0.02271001	0.00108713	0.025378727	0.032471243	0.0219646	0.028542896	0.088946703	0.384699401	0.139054658	0.47883667	0.697429722	0.293381384	0.76810052	0.778791963	0.999843736	ENSFDAG00000020228_CHST11	CHST11	0
ENSFDAG00000016092	0.444656975	-0.078598267	-0.050245175	-0.194450954	0.264034293	0.040620242	0.04131735	0.2920767	0.067677968	0.00323975	0.075630995	0.09676736	0.065456575	0.085060517	0.410640734	0.762555368	0.377370346	0.479525243	0.396002902	0.873850829	0.887343105	0.778817133	0.999843736	ENSFDAG00000016092_TCF7	TCF7	0
ENSFDAG00000000146	-0.122795265	0.08603222	0.016948012	-0.118639293	0.024621643	-0.071727919	-0.143147458	0.109060741	0.025270791	0.001209715	0.028240433	0.036132701	0.024441329	0.031761394	0.710017532	0.588374956	0.626060968	0.48020009	0.896939127	0.646375961	0.421848281	0.779695384	0.999843736	ENSFDAG00000000146_OST4	OST4	0
ENSFDAG00000005583	0.123244109	-0.219640425	-0.002707592	-0.071706839	0.028318506	-0.012149093	0.063958973	0.039912885	0.009248334	0.000442718	0.010335132	0.01322346	0.008944776	0.011623696	0.537305525	0.022376348	0.897608898	0.480594577	0.805479258	0.897787015	0.553021516	0.779836969	0.999843736	ENSFDAG00000005583_PABPC1	PABPC1	0
ENSFDAG00000011117	-0.384693957	0.067911167	0.052763349	-0.085472347	-0.181562924	-0.124779237	-0.182236642	0.05669882	0.013137853	0.00062891	0.014681719	0.018784775	0.01270663	0.016512207	0.106185243	0.55352438	0.035381683	0.480559611	0.185263961	0.268316507	0.156136517	0.779836969	0.999843736	ENSFDAG00000011117_TMEM59	TMEM59	0
ENSFDAG00000019543	0.18092555	-0.213498085	-0.008224644	-0.055344757	-0.019129625	-0.09712095	0.09145045	0.023764358	0.005506511	0.000263597	0.006153596	0.007873323	0.00532577	0.006920814	0.24053713	0.004013417	0.61245054	0.480483997	0.829307808	0.183245844	0.271647135	0.779836969	0.999843736	ENSFDAG00000019543_SETD2	SETD2	0
ENSFDAG00000011715	-0.021341126	0.145102296	-0.00525873	0.042908968	-0.022605355	-0.005963252	-0.018450735	0.014303975	0.003314417	0.000158661	0.003703903	0.004739022	0.003205628	0.004165699	0.858378488	0.011721914	0.676320648	0.480780808	0.742629924	0.916118867	0.77497711	0.779976655	0.999843736	ENSFDAG00000011715_C2orf42	C2orf42	0
ENSFDAG00000005709	0.354014729	-0.144894668	-0.040328696	0.11976564	0.097174379	0.074106179	0.017054002	0.111715714	0.025885983	0.001239164	0.028927917	0.037012315	0.025036328	0.032534592	0.289524	0.367814125	0.251942378	0.481330812	0.613487553	0.639535411	0.924673635	0.780560266	0.999843736	ENSFDAG00000005709_ENSFDAG00000005709	ENSFDAG00000005709	0
ENSFDAG00000007718	-0.041457572	0.007271746	0.006272479	0.078232736	-0.217052651	-0.020751765	0.011830493	0.047653772	0.011041998	0.000528581	0.012339575	0.015788078	0.010679567	0.013878048	0.849377126	0.944829312	0.784988159	0.481265418	0.084090464	0.840849721	0.920007506	0.780560266	0.999843736	ENSFDAG00000007718_CSNK1G1	CSNK1G1	0
ENSFDAG00000001242	0.067105719	-0.099072447	-0.000995914	-0.095459821	0.000691663	-0.006297395	0.058193873	0.071386229	0.016541117	0.000791825	0.01848491	0.023650832	0.015998188	0.020789572	0.801689587	0.441110831	0.971767017	0.482603726	0.996411526	0.960291252	0.686504605	0.780885507	0.999843736	ENSFDAG00000001242_ENSFDAG00000001242	ENSFDAG00000001242	0
ENSFDAG00000001277	-0.239039699	0.005681855	0.035381131	-0.183992894	-0.271665957	-0.087107132	0.072156266	0.264697301	0.061333805	0.002936054	0.068541312	0.087696345	0.059320647	0.077086906	0.642205617	0.981696162	0.513779046	0.482187365	0.358948855	0.720609849	0.794951316	0.780885507	0.999843736	ENSFDAG00000001277_MAGEE1	MAGEE1	0
ENSFDAG00000005106	0.046920743	-0.080214529	-0.001462893	0.067141797	-0.063257819	-0.076444319	0.053510093	0.035316696	0.008183337	0.000391737	0.009144984	0.011700705	0.007914736	0.010285163	0.802838788	0.375228232	0.941080347	0.482614279	0.558681453	0.390194464	0.59775563	0.780885507	0.999843736	ENSFDAG00000005106_ZNF281	ZNF281	0
ENSFDAG00000005557	-0.066957967	0.088474148	0.002740584	0.078634045	0.025330385	-0.050415369	-0.022844785	0.048331803	0.011199107	0.000536102	0.012515145	0.016012715	0.010831519	0.014075509	0.760694399	0.40313496	0.905779303	0.482118955	0.841343911	0.628090829	0.84730741	0.780885507	0.999843736	ENSFDAG00000005557_ENSFDAG00000005557	ENSFDAG00000005557	0
ENSFDAG00000005971	-0.1519895	-0.113238266	0.023886052	-0.084477421	0.109627441	-0.096512109	0.114672413	0.055829631	0.012936451	0.000619269	0.01445665	0.018496806	0.012511838	0.016259076	0.520060534	0.319443701	0.337129186	0.482306402	0.420204469	0.388235304	0.368485799	0.780885507	0.999843736	ENSFDAG00000005971_OTUD4	OTUD4	0
ENSFDAG00000009640	-0.186689106	0.034197052	0.021430051	0.063319367	0.08166168	-0.117877898	-0.050628923	0.031443654	0.007285903	0.000348777	0.00814209	0.010417535	0.007046758	0.00915723	0.292425335	0.688690178	0.251178588	0.482849007	0.423661882	0.1602509	0.596753937	0.780885507	0.999843736	ENSFDAG00000009640_RNF103	RNF103	0
ENSFDAG00000011395	0.221197876	0.171499376	-0.043938377	0.135651704	0.204362933	0.122329212	-0.024958067	0.143587973	0.033271199	0.001592695	0.037180991	0.04757185	0.03217914	0.041816643	0.559393021	0.347106023	0.270907251	0.481743532	0.348772415	0.49528007	0.902859736	0.780885507	0.999843736	ENSFDAG00000011395_NIPAL1	NIPAL1	0
ENSFDAG00000011887	3.360827285	-1.055626036	-0.331942264	-0.38111535	-0.847912392	0.039618983	-0.14230218	1.508826322	0.145040236	0.018485448	0.294823937	0.348230505	0.144274827	0.189465124	0.006217855	0.005574296	0.014628475	0.482741703	0.150754843	0.916926754	0.743725305	0.780885507	0.999843736	ENSFDAG00000011887_MRVI1	MRVI1	0
ENSFDAG00000013330	0.056944098	-0.121925247	-0.003312657	0.055231217	0.095657199	-0.029200114	0.045230604	0.02386763	0.00553044	0.000264743	0.006180338	0.007907538	0.005348915	0.00695089	0.712433023	0.101107304	0.838670932	0.482334944	0.282054962	0.689704409	0.587463401	0.780885507	0.999843736	ENSFDAG00000013330_PTDSS1	PTDSS1	0
ENSFDAG00000014460	0.192657542	0.056994681	-0.016370547	0.182827637	0.159482023	-0.448369237	-0.169470187	0.262046412	0.06071956	0.00290665	0.067854885	0.086818085	0.058726563	0.076314897	0.706653501	0.817084067	0.761398004	0.482765676	0.588327783	0.064284828	0.539569985	0.780885507	0.999843736	ENSFDAG00000014460_ENSFDAG00000014460	ENSFDAG00000014460	0
ENSFDAG00000015353	0.166462234	-0.01114821	-0.013609253	-0.098509776	0.034320947	-0.086414385	-0.049867644	0.075824861	0.017569606	0.000841058	0.01963426	0.025121387	0.016992919	0.02208222	0.545498687	0.932972595	0.638877864	0.482038857	0.82856711	0.507390664	0.737186781	0.780885507	0.999843736	ENSFDAG00000015353_MRPL21	MRPL21	0
ENSFDAG00000015739	0.00485796	0.133619154	0.004869259	-0.123890128	-0.108931028	-0.182313766	-0.115694223	0.120358802	0.027888699	0.001335034	0.031165978	0.03987584	0.026973309	0.03505169	0.988827744	0.423641847	0.893983655	0.482821075	0.585408014	0.266966678	0.536604682	0.780885507	0.999843736	ENSFDAG00000015739_SMIM4	SMIM4	0
ENSFDAG00000016040	-0.198696757	0.29530597	0.00404669	0.099738204	0.083856432	-0.018027717	-0.005339901	0.077785925	0.01802401	0.000862811	0.020142062	0.025771103	0.017432408	0.022653334	0.476200504	0.027834277	0.890425324	0.482202757	0.601419729	0.891393874	0.971698065	0.780885507	0.999843736	ENSFDAG00000016040_ENSFDAG00000016040	ENSFDAG00000016040	0
ENSFDAG00000016514	2.862575467	-1.171288842	-0.272524417	-0.323150924	-1.053718028	0.287126081	0.339845129	0.937203428	0.149128046	0.010967703	0.211080544	0.263113529	0.14615349	0.191533507	0.003107257	0.002420687	0.009261666	0.481827762	0.039951719	0.4526234	0.43743566	0.780885507	0.999843736	ENSFDAG00000016514_RASGRP2	RASGRP2	0
ENSFDAG00000016949	0.391426777	-0.177131884	-0.027843255	-0.150833532	-0.058089648	0.148940711	-0.367292954	0.177476437	0.041123597	0.00196859	0.045956146	0.058799371	0.039773798	0.051685867	0.35281762	0.382403444	0.530304395	0.481681641	0.810672191	0.455173314	0.106186578	0.780885507	0.999843736	ENSFDAG00000016949_GTPBP2	GTPBP2	0
ENSFDAG00000015228	-0.111894538	0.04731316	0.00314683	0.09967132	0.220820103	-0.111661254	0.190850745	0.077935113	0.018058579	0.000864466	0.020180693	0.02582053	0.017465842	0.022696781	0.688557466	0.724778986	0.914766368	0.48291596	0.169373623	0.398164042	0.205222986	0.780887648	0.999843736	ENSFDAG00000015228_CRYBG3	CRYBG3	0
ENSFDAG00000003392	0.018061221	0.392079859	-0.022528615	0.09333013	-0.084307708	0.121496185	-0.188359721	0.068428987	0.015855886	0.000759022	0.017719155	0.022671074	0.015335448	0.019928344	0.944954456	0.00184746	0.413514347	0.48322006	0.575529385	0.326542177	0.18210662	0.781131887	0.999843736	ENSFDAG00000003392_ENSFDAG00000003392	ENSFDAG00000003392	0
ENSFDAG00000015520	-0.201980045	-0.251236419	0.041538339	0.1818091	-0.480493391	0.198709167	-0.32744932	0.259680657	0.060171383	0.002880409	0.067242291	0.086034291	0.05819638	0.075625926	0.691840249	0.305737674	0.438950705	0.483226105	0.101392011	0.410109121	0.233764501	0.781131887	0.999843736	ENSFDAG00000015520_GDPD5	GDPD5	0
ENSFDAG00000000697	0.946646577	-0.090423681	-0.11950832	0.217028316	-0.015485464	0.322124931	0.064645124	0.37019607	0.085779241	0.004106259	0.0958594	0.122648936	0.082963711	0.107810959	0.11974015	0.757520297	0.062183726	0.483322124	0.964731184	0.263414779	0.843920482	0.781133986	0.999843736	ENSFDAG00000000697_HAUS5	HAUS5	0
ENSFDAG00000003498	0.04186646	0.022500606	-0.000324144	-0.072629011	-0.098064084	-0.119973249	0.00707827	0.041533274	0.009623799	0.000460692	0.010754719	0.013760308	0.009307918	0.012095596	0.837234599	0.818587784	0.987950845	0.483713321	0.403166137	0.213670604	0.948683877	0.781430225	0.999843736	ENSFDAG00000003498_ENSFDAG00000003498	ENSFDAG00000003498	0
ENSFDAG00000011513	0.927290031	-0.134668232	-0.102497581	0.160955295	-0.39872139	0.170367546	0.044398964	0.203977868	0.047264323	0.002262547	0.052818486	0.067579509	0.045712967	0.05940379	0.040056479	0.535627298	0.031174433	0.483711611	0.125084698	0.425548189	0.85545297	0.781430225	0.999843736	ENSFDAG00000011513_EGLN2	EGLN2	0
ENSFDAG00000010667	-0.015429105	-0.106912721	0.009687867	-0.072248181	-0.145760151	0.022792935	0.029318573	0.041150394	0.009535081	0.000456445	0.010655575	0.013633456	0.009222111	0.011984091	0.939371725	0.273568477	0.650221342	0.483987265	0.211903484	0.812387042	0.788839167	0.781432646	0.999843736	ENSFDAG00000010667_ECI2	ECI2	0
ENSFDAG00000015130	0.01479826	0.129824833	-0.006750813	-0.051502243	-0.121788571	0.023823623	0.030736525	0.020934952	0.0048509	0.000232213	0.005420943	0.006935918	0.004691679	0.006096816	0.918537427	0.062321292	0.657758996	0.484238617	0.143642345	0.727981931	0.693844163	0.781432646	0.999843736	ENSFDAG00000015130_EIF2B3	EIF2B3	0
ENSFDAG00000016079	-0.423868279	-0.192384872	0.064576064	-0.088460808	-0.110841155	-0.076125937	0.026461704	0.061725551	0.014302612	0.000684667	0.015983352	0.020450171	0.013833158	0.017976125	0.087993889	0.10769154	0.013589907	0.484109552	0.438286026	0.51747023	0.843542047	0.781432646	0.999843736	ENSFDAG00000016079_NMRK1	NMRK1	0
ENSFDAG00000019567	0.040736849	-0.029877909	-0.003744711	-0.074892687	0.052502973	-0.061219388	0.103888681	0.044182916	0.010237756	0.000490082	0.011440823	0.014638156	0.009901722	0.012867242	0.846330226	0.767772835	0.865675028	0.483813822	0.664324007	0.538406478	0.35974431	0.781432646	0.999843736	ENSFDAG00000019567_DENND4C	DENND4C	0
ENSFDAG00000021183	0.228900339	-0.026694607	-0.023956939	0.061414317	-0.08583088	-0.041124883	-0.019707026	0.029742201	0.006891655	0.000329904	0.007701512	0.009853831	0.00666545	0.008661721	0.184418774	0.747786186	0.187176498	0.484044478	0.387230182	0.614457545	0.832303768	0.781432646	0.999843736	ENSFDAG00000021183_SECISBP2	SECISBP2	0
ENSFDAG00000021193	0.13409145	-0.031588725	-0.010651756	0.11323478	-0.181574332	-0.056427963	-0.068374356	0.101165872	0.023441447	0.001122144	0.026196117	0.033517067	0.022672029	0.029462197	0.673328721	0.836541491	0.750501696	0.484165493	0.321298054	0.707841566	0.690375006	0.781432646	0.999843736	ENSFDAG00000021193_IGSF3	IGSF3	0
ENSFDAG00000016538	0.888188513	-0.27495636	-0.088283205	0.217806613	-0.195667921	0.065457738	-0.18440018	0.374826818	0.086852245	0.004157624	0.097058496	0.12418314	0.084001496	0.109159556	0.14685205	0.350829285	0.170947986	0.484474469	0.578723896	0.821319143	0.57675992	0.781655941	0.999843736	ENSFDAG00000016538_MIDN	MIDN	0
ENSFDAG00000000432	-0.001140766	0.014155124	0.005625274	0.08150433	-0.046221304	-0.191027577	-0.135025157	0.052636733	0.012196615	0.000583853	0.013629874	0.017438973	0.011796286	0.015329219	0.996032743	0.89801266	0.815912967	0.485097439	0.726330412	0.078606695	0.275460888	0.781791053	0.999843736	ENSFDAG00000000432_PLEKHA1	PLEKHA1	0
ENSFDAG00000001480	2.939533237	-1.440546403	-0.30164731	-0.387392493	-0.646948174	0.75714721	1.146739614	1.516948534	0.16925253	0.018387695	0.307407974	0.36913586	0.16770739	0.220231636	0.017001598	0.000462569	0.026113651	0.484736624	0.2869572	0.064477908	0.014542708	0.781791053	0.999843736	ENSFDAG00000001480_ENSFDAG00000001480	ENSFDAG00000001480	0
ENSFDAG00000007521	-0.019154561	-0.129772974	0.007380366	0.083600939	0.147881255	-0.044647877	-0.098397775	0.055389382	0.01283444	0.000614386	0.014342651	0.018350948	0.012413175	0.016130864	0.935133606	0.252001323	0.76589105	0.485135958	0.274986463	0.688613818	0.438492794	0.781791053	0.999843736	ENSFDAG00000007521_TAB3	TAB3	0
ENSFDAG00000014064	-0.100074887	0.611548147	-0.022614194	0.110004008	0.010348656	-0.009496102	-0.04123584	0.095738748	0.022183912	0.001061946	0.024790806	0.031719017	0.02145577	0.027881674	0.746369085	4.03E-05	0.487711764	0.484767244	0.953663862	0.948309676	0.804944105	0.781791053	0.999843736	ENSFDAG00000014064_ABCC4	ABCC4	0
ENSFDAG00000017675	0.028836708	0.055565451	-0.001434982	-0.069028308	-0.0273182	-0.103897838	-0.015217476	0.037762848	0.008750143	0.00041887	0.009778396	0.012511135	0.008462937	0.010997547	0.882032652	0.5525022	0.944102651	0.485139009	0.807050639	0.258731133	0.884624716	0.781791053	0.999843736	ENSFDAG00000017675_ENSFDAG00000017675	ENSFDAG00000017675	0
ENSFDAG00000018586	-0.293700501	-0.050023818	0.041509528	0.302247283	0.384682531	-0.61347057	-0.155427944	0.724105948	0.16778476	0.008031869	0.187501617	0.239902126	0.162277565	0.210878944	0.729984144	0.902800912	0.643243243	0.485172696	0.43222489	0.127789775	0.735013545	0.781791053	0.999843736	ENSFDAG00000018586_ENSFDAG00000018586	ENSFDAG00000018586	0
ENSFDAG00000020188	-0.064012668	-0.02766673	0.009236555	-0.065036654	0.085167318	-0.106533916	0.10573884	0.033504797	0.007763497	0.000371639	0.008675807	0.011100409	0.007508676	0.00975749	0.7265537	0.753521316	0.631849379	0.485028603	0.418884798	0.218908076	0.284417795	0.781791053	0.999843736	ENSFDAG00000020188_ENSFDAG00000020188	ENSFDAG00000020188	0
ENSFDAG00000016470	-0.100140108	0.113562583	0.009460597	-0.073441799	-0.032211771	-0.114984765	0.064811373	0.042775085	0.009911543	0.000474466	0.011076276	0.01417173	0.009586217	0.012457244	0.628253567	0.254002243	0.664051716	0.485286753	0.786710495	0.240234158	0.561453114	0.781815557	0.999843736	ENSFDAG00000016470_DLD	DLD	0
ENSFDAG00000001356	0.752175624	-0.674194137	-0.051047564	0.231638067	-0.224208665	-0.177037739	-0.002716248	0.426589552	0.098846344	0.004731782	0.110462054	0.141332551	0.095601913	0.124234243	0.249471864	0.032001298	0.458026521	0.485832325	0.550913856	0.566932329	0.993851283	0.782001782	0.999843736	ENSFDAG00000001356_CLEC1A	CLEC1A	0
ENSFDAG00000003404	0.144796117	0.108841852	-0.021672092	-0.099239312	-0.041064501	0.055537784	0.026833718	0.078292211	0.018141323	0.000868427	0.02027316	0.025938839	0.017545871	0.022800778	0.604817745	0.419036939	0.462084925	0.485812601	0.798745276	0.675013673	0.85895261	0.782001782	0.999843736	ENSFDAG00000003404_PCBP2	PCBP2	0
ENSFDAG00000014709	0.832377076	-0.46889294	-0.075957547	0.157817913	-0.085072253	0.150138209	-0.059025585	0.197986396	0.045876021	0.002196089	0.051267041	0.065594486	0.044370234	0.057658913	0.061387696	0.028583998	0.105047275	0.485798383	0.739764439	0.475992196	0.805826017	0.782001782	0.999843736	ENSFDAG00000014709_ENSFDAG00000014709	ENSFDAG00000014709	0
ENSFDAG00000015772	0.157366786	-0.167462792	0.000368799	-0.098619687	-0.118788559	-0.150190284	-0.080610702	0.077350335	0.017923078	0.000857979	0.020029269	0.025626788	0.017334789	0.022526478	0.57151289	0.210982064	0.989954314	0.485904943	0.458062888	0.253982634	0.591206315	0.782001782	0.999843736	ENSFDAG00000015772_NAA11	NAA11	0
ENSFDAG00000017807	-0.026789956	0.312328175	-0.010946316	0.074450295	0.020071537	-0.004613041	-0.1840971	0.044032806	0.010202973	0.000488417	0.011401953	0.014588423	0.009868081	0.012823526	0.898411304	0.001987733	0.620384966	0.485658139	0.868015988	0.962961368	0.104011249	0.782001782	0.999843736	ENSFDAG00000017807_MED7	MED7	0
ENSFDAG00000023330	0.241338893	-0.330129731	-0.009528367	0.215413017	-0.339524895	-0.230172619	0.155425953	0.36870067	0.085432737	0.004089672	0.095472177	0.122153498	0.082628581	0.107375458	0.691030353	0.258702055	0.881556887	0.485701596	0.331326225	0.423285395	0.635272054	0.782001782	0.999843736	ENSFDAG00000023330_ENSFDAG00000023330	ENSFDAG00000023330	0
ENSFDAG00000013205	-0.062406626	0.051262457	0.003957677	0.095690822	-0.056537859	0.037832282	-0.073069775	0.072871233	0.016885212	0.000808296	0.01886944	0.024142826	0.016330989	0.021222045	0.81717398	0.693212494	0.889288114	0.486045822	0.715955676	0.767196466	0.615959781	0.782072615	0.999843736	ENSFDAG00000013205_ATG14	ATG14	0
ENSFDAG00000016584	0.732300024	-0.970109609	-0.03571272	-0.189400209	-0.057679882	0.1055294	0.12532922	0.285582397	0.066173153	0.003167714	0.073949346	0.094615746	0.064001153	0.083169203	0.170585718	0.000162463	0.525737101	0.486123624	0.851254615	0.676577601	0.663866346	0.782080174	0.999843736	ENSFDAG00000016584_PECAM1	PECAM1	0
ENSFDAG00000009982	0.416254971	-0.994642543	0.005545311	0.123146124	-0.11248193	-0.202749255	0.080944099	0.120771023	0.027984216	0.001339607	0.031272719	0.040012411	0.02706569	0.035171739	0.231001597	2.75E-09	0.87957452	0.486199284	0.573896367	0.217801796	0.66602722	0.782083515	0.999843736	ENSFDAG00000009982_PLXNC1	PLXNC1	0
ENSFDAG00000006769	0.016696349	0.09902165	-0.0043601	-0.051911782	-0.055922617	-0.018668868	-0.012059401	0.021534652	0.004989859	0.000238865	0.005576231	0.007134603	0.004826077	0.006271464	0.909414966	0.160974998	0.777858294	0.48694422	0.507927669	0.788135209	0.878966541	0.782268302	0.999843736	ENSFDAG00000006769_TMEM237	TMEM237	0
ENSFDAG00000009492	-0.019132078	0.06994292	-0.002231281	0.099437504	0.100985506	-0.119933065	-0.001074552	0.078858736	0.018272594	0.00087471	0.020419858	0.026126534	0.017672833	0.022965765	0.945682294	0.60486263	0.939861818	0.486514517	0.53212393	0.366969368	0.994342517	0.782268302	0.999843736	ENSFDAG00000009492_BAZ2B	BAZ2B	0
ENSFDAG00000011100	-0.601807194	0.193344808	0.064791171	-0.078359328	-0.067105413	0.039193274	-0.093577887	0.057463009	0.008596021	0.000677352	0.012682003	0.01571232	0.00844196	0.011070327	0.012055447	0.03703544	0.012793028	0.486541698	0.592408208	0.669692846	0.373792662	0.782268302	0.999843736	ENSFDAG00000011100_LYRM1	LYRM1	0
ENSFDAG00000011139	-0.325738013	0.182634804	0.03261283	-0.084629918	-0.018480784	-0.026703296	-0.062151555	0.057207421	0.013255703	0.000634552	0.014813418	0.018953279	0.012820611	0.016660325	0.173232376	0.112673891	0.195438251	0.486843184	0.893213709	0.813559763	0.630150173	0.782268302	0.999843736	ENSFDAG00000011139_ENSFDAG00000011139	ENSFDAG00000011139	0
ENSFDAG00000012418	-0.134524391	0.07929911	0.01410882	-0.056663904	-0.018535599	-0.064853382	0.024694632	0.025640421	0.005941219	0.000284407	0.006639388	0.008494878	0.00574621	0.007467174	0.400844213	0.303574125	0.402814204	0.486796854	0.840614594	0.39225058	0.775050359	0.782268302	0.999843736	ENSFDAG00000012418_ENSFDAG00000012418	ENSFDAG00000012418	0
ENSFDAG00000016805	0.36659441	-0.101615141	-0.042419356	0.174103099	-0.049956114	0.005316607	0.08597894	0.242175401	0.056115188	0.002686238	0.062709441	0.080234659	0.054273321	0.070527929	0.45630848	0.667951316	0.413100668	0.486899607	0.860008718	0.981792777	0.746126328	0.782268302	0.999843736	ENSFDAG00000016805_KBTBD4	KBTBD4	0
ENSFDAG00000019166	-0.19857605	-0.551710033	0.058517038	-0.151018926	-0.482385664	-0.204710491	0.420743847	0.182238204	0.042226961	0.002021408	0.047189169	0.060376983	0.040840946	0.05307262	0.641813206	0.007256781	0.193075892	0.486929521	0.049626015	0.311079371	0.067798508	0.782268302	0.999843736	ENSFDAG00000019166_ENDOU	ENDOU	0
ENSFDAG00000007559	-0.214598831	-0.075250815	0.031573367	-0.09047899	0.011822913	-0.068966742	0.038224258	0.065489389	0.015174743	0.000726416	0.016957969	0.021697161	0.014676662	0.019072255	0.401707874	0.54128402	0.241413159	0.48717963	0.936026963	0.569166022	0.781947406	0.782360512	0.999843736	ENSFDAG00000007559_ZNF654	ZNF654	0
ENSFDAG00000016757	-1.002800743	0.081126011	0.12735164	-0.183230839	-0.13040405	-0.391997631	0.031728606	0.268519687	0.062219502	0.002978452	0.069531089	0.088962733	0.060177272	0.078200087	0.052965361	0.745003459	0.019621522	0.487131268	0.661961295	0.110050824	0.909664922	0.782360512	0.999843736	ENSFDAG00000016757_GPC4	GPC4	0
ENSFDAG00000002567	-0.604191292	-0.010793563	0.063260411	-0.331231766	-0.041216648	0.125489839	0.584242573	0.878234122	0.203498261	0.009741477	0.227411911	0.29096603	0.196818843	0.255765175	0.519110418	0.980911004	0.521559535	0.48731544	0.939092729	0.777282316	0.247991856	0.782432551	0.999843736	ENSFDAG00000002567_SCUBE3	SCUBE3	0
ENSFDAG00000012061	0.062236909	-0.08226674	0.003999856	0.067434996	-0.235557471	-0.176756501	-0.029134721	0.036431453	0.008441641	0.000404102	0.009433642	0.012070033	0.008164561	0.01060981	0.744372005	0.370580177	0.842282197	0.487495618	0.03202582	0.050443872	0.777291382	0.78251204	0.922230769	ENSFDAG00000012061_PNP	PNP	0
ENSFDAG00000026123	-0.509682073	0.159285642	0.056048915	0.119840129	-0.273270555	-0.018242796	-0.115739811	0.115088846	0.026667581	0.001276579	0.029801364	0.03812986	0.025792272	0.033516938	0.132996366	0.329359584	0.116714965	0.487557204	0.161675336	0.909561469	0.527259897	0.78251204	0.999843736	ENSFDAG00000026123_ENSFDAG00000026123	ENSFDAG00000026123	0
